DateTime;KM_SW_FR_Summe [liter];BM_SW_FR_Summe [liter];__WNW150_Summe [mm];BG_SW_FR_Summe [mm];KG_SW_FR_Summe [mm]
01.10.22 00:00:05;0;0;1,8;9,6;11,30001
01.10.22 00:10:05;0;0;0;0;0
01.10.22 00:20:05;0;0;0;0,1;0,1
01.10.22 00:30:05;0;0;0;0,1;0,1
01.10.22 00:40:05;0;0;0;0,2;0,2
01.10.22 00:50:05;0;0;0;0,2;0,2
01.10.22 01:00:05;0;0;0;0,3;0,2
01.10.22 01:10:05;0;0;0;0,3;0,3
01.10.22 01:20:05;0;0;0;0,4;0,3
01.10.22 01:30:05;0;0;0;0,4;0,4
01.10.22 01:40:05;0;0;0;0,5;0,4
01.10.22 01:50:05;0;0;0;0,5;0,4
01.10.22 02:00:05;0;0;0;0,6;0,5
01.10.22 02:10:05;0;0;0;0,6;0,5
01.10.22 02:20:05;0;0;0;0,7;0,5
01.10.22 02:30:05;0;0;0;0,7;0,6
01.10.22 02:40:05;0;0;0;0,8000001;0,6
01.10.22 02:50:05;0;0;0;0,8000001;0,7
01.10.22 03:00:05;0;0;0;0,8000001;0,7
01.10.22 03:10:05;0;0;0;0,9000001;0,7
01.10.22 03:20:05;0;0;0;0,9000001;0,8000001
01.10.22 03:30:05;0;0;0;1;0,8000001
01.10.22 03:40:05;0;0;0;1;0,8000001
01.10.22 03:50:05;0;0;0;1,1;0,9000001
01.10.22 04:00:05;0;0;0;1,1;0,9000001
01.10.22 04:10:05;0;0;0;1,2;0,9000001
01.10.22 04:20:05;0;0;0;1,2;1
01.10.22 04:30:05;0;0;0;1,3;1
01.10.22 04:40:05;0;0;0;1,3;1
01.10.22 04:50:05;0;0;0;1,4;1,1
01.10.22 05:00:05;0;0;0;1,4;1,1
01.10.22 05:10:05;0;0;0;1,5;1,1
01.10.22 05:20:05;0;0;0;1,5;1,2
01.10.22 05:30:05;0;0;0;1,5;1,2
01.10.22 05:40:06;0;0;0;1,6;1,2
01.10.22 05:50:05;0;0;0;1,6;1,3
01.10.22 06:00:05;0;0;0;1,7;1,3
01.10.22 06:10:05;0;0;0;1,7;1,3
01.10.22 06:20:05;0;0;0;1,8;1,4
01.10.22 06:30:05;0;0;0;1,8;1,4
01.10.22 06:40:05;0;0;0;1,9;1,4
01.10.22 06:50:05;0;0;0;1,9;1,5
01.10.22 07:00:05;0;0;0;2;1,5
01.10.22 07:10:06;0;0;0;2;1,5
01.10.22 07:20:05;0;0;0;2;1,6
01.10.22 07:30:05;0;0;0;2,1;1,6
01.10.22 07:40:05;0;0;0;2,1;1,6
01.10.22 07:50:05;0;0;0;2,2;1,7
01.10.22 08:00:05;0;0;0;2,2;1,7
01.10.22 08:10:05;0;0;0;2,3;1,7
01.10.22 08:20:05;0;0;0;2,3;1,8
01.10.22 08:30:05;0;0;0;2,4;1,8
01.10.22 08:40:05;0;0;0;2,4;1,8
01.10.22 08:50:05;0;0;0;2,4;1,8
01.10.22 09:00:05;0;0;0;2,5;1,9
01.10.22 09:10:05;0;0;0;2,5;1,9
01.10.22 09:20:05;0;0;0;2,6;1,9
01.10.22 09:30:05;0;0;0;2,6;2
01.10.22 09:40:05;0;0;0;2,6;2
01.10.22 09:50:05;0;0;0;2,7;2
01.10.22 10:00:05;0;0;0;2,7;2
01.10.22 10:10:05;0;0;0;2,799999;2,1
01.10.22 10:20:05;0;0;0;2,799999;2,1
01.10.22 10:30:05;0;0;0;2,899999;2,1
01.10.22 10:40:05;0;0;0;2,899999;2,2
01.10.22 10:50:05;0;0;0;2,999999;2,2
01.10.22 11:00:05;0;0;0;2,999999;2,2
01.10.22 11:10:06;0;0;0;2,999999;2,3
01.10.22 11:20:05;0;0;0;3,099999;2,3
01.10.22 11:30:05;0;0;0;3,099999;2,3
01.10.22 11:40:05;0;0;0;3,199999;2,3
01.10.22 11:50:05;0;0;0;3,199999;2,4
01.10.22 12:00:05;0;0;0;3,199999;2,4
01.10.22 12:10:05;0;0;0;3,299999;2,4
01.10.22 12:20:05;0;0;0;3,299999;2,4
01.10.22 12:30:06;0;0;0;3,399999;2,5
01.10.22 12:40:05;0;0;0;3,399999;2,5
01.10.22 12:50:05;0;0;0;3,399999;2,5
01.10.22 13:00:05;0;0;0;3,499999;2,6
01.10.22 13:10:05;0;0;0;3,499999;2,6
01.10.22 13:20:05;0;0;0;3,599999;2,6
01.10.22 13:30:05;0;0;0;3,599999;2,6
01.10.22 13:40:05;0;0;0;3,599999;2,7
01.10.22 13:50:06;0;0;0;3,699999;2,7
01.10.22 14:00:05;0;0;0;3,699999;2,7
01.10.22 14:10:05;0;0;0;3,699999;2,799999
01.10.22 14:20:05;0;0;0;3,799999;2,799999
01.10.22 14:30:05;0;0;0;3,799999;2,799999
01.10.22 14:40:05;0;0;0;3,899998;2,799999
01.10.22 14:50:05;0;0;0;3,899998;2,899999
01.10.22 15:00:05;0;0;0;3,899998;2,899999
01.10.22 15:10:06;0;0;0;3,999998;2,899999
01.10.22 15:20:05;0;0;0;3,999998;2,899999
01.10.22 15:30:05;0;0;0;3,999998;2,999999
01.10.22 15:40:05;0;0;0;4,099998;2,999999
01.10.22 15:50:05;0;0;0;4,099998;2,999999
01.10.22 16:00:05;0;0;0;4,099998;2,999999
01.10.22 16:10:05;0;0;0;4,199998;3,099999
01.10.22 16:20:05;0;0;0;4,199998;3,099999
01.10.22 16:30:05;0;0;0;4,299998;3,099999
01.10.22 16:40:05;0;0;0;4,299998;3,099999
01.10.22 16:50:05;0;0;0;4,299998;3,199999
01.10.22 17:00:05;0;0;0;4,399998;3,199999
01.10.22 17:10:05;0;0;0;4,399998;3,199999
01.10.22 17:20:05;0;0;0;4,399998;3,199999
01.10.22 17:30:05;0;0;0;4,499998;3,299999
01.10.22 17:40:05;0;0;0;4,499998;3,299999
01.10.22 17:50:05;0;0;0;4,499998;3,299999
01.10.22 18:00:05;0;0;0;4,599998;3,299999
01.10.22 18:10:05;0;0;0;4,599998;3,399999
01.10.22 18:20:05;0;0;0;4,599998;3,399999
01.10.22 18:30:05;0;0;0;4,699998;3,399999
01.10.22 18:40:05;0;0;0;4,699998;3,399999
01.10.22 18:50:05;0;0;0;4,699998;3,399999
01.10.22 19:00:05;0;0;0;4,799998;3,499999
01.10.22 19:10:06;0;0;0;4,799998;3,499999
01.10.22 19:20:05;0;0;0;4,799998;3,499999
01.10.22 19:30:05;0;0;0;4,899998;3,499999
01.10.22 19:40:05;0;0;0;4,899998;3,599999
01.10.22 19:50:05;0;0;0;4,899998;3,599999
01.10.22 20:00:05;0;0;0;4,899998;3,599999
01.10.22 20:10:05;0;0;0;4,999998;3,599999
01.10.22 20:20:05;0;0;0,1;4,999998;3,699999
01.10.22 20:30:05;0;0;0,1;4,999998;3,699999
01.10.22 20:40:05;0;0;0,1;5,099998;3,699999
01.10.22 20:50:05;0;0;0,1;5,099998;3,699999
01.10.22 21:00:05;0;0;0,1;5,099998;3,799999
01.10.22 21:10:05;0;0;0,1;5,199997;3,799999
01.10.22 21:20:05;0;0;0,1;5,199997;3,799999
01.10.22 21:30:05;0;0;0,1;5,199997;3,799999
01.10.22 21:40:05;0;0;0,1;5,299997;3,799999
01.10.22 21:50:05;0;0;0,1;5,299997;3,899998
01.10.22 22:00:05;0;0;0,1;5,299997;3,899998
01.10.22 22:10:05;0;0;0,1;5,299997;3,899998
01.10.22 22:20:05;0;0;0,1;5,399997;3,899998
01.10.22 22:30:05;0;0;0,1;5,399997;3,999998
01.10.22 22:40:05;0;0;0,1;5,399997;3,999998
01.10.22 22:50:05;0;0;0,1;5,499997;3,999998
01.10.22 23:00:05;0;0;0,1;5,499997;3,999998
01.10.22 23:10:06;0;0;0,1;5,499997;3,999998
01.10.22 23:20:05;0;0;0,1;5,599997;4,099998
01.10.22 23:30:05;0;0;0,1;5,599997;4,099998
01.10.22 23:40:05;0;0;0,1;5,599997;4,099998
01.10.22 23:50:05;0;0;0,1;5,599997;4,099998
02.10.22 00:00:05;0;0;0,1;5,699997;4,199998
02.10.22 00:10:05;0;0;0;0;0
02.10.22 00:20:05;0;0;0;0;0
02.10.22 00:30:05;0;0;0;0,1;0
02.10.22 00:40:05;0;0;0;0,1;0,1
02.10.22 00:50:05;0;0;0;0,1;0,1
02.10.22 01:00:05;0;0;0;0,1;0,1
02.10.22 01:10:05;0;0;0;0,2;0,1
02.10.22 01:20:05;0;0;0;0,2;0,1
02.10.22 01:30:05;0;0;0;0,2;0,2
02.10.22 01:40:05;0;0;0;0,2;0,2
02.10.22 01:50:05;0;0;0;0,3;0,2
02.10.22 02:00:05;0;0;0;0,3;0,2
02.10.22 02:10:05;0;0;0;0,3;0,2
02.10.22 02:20:05;0;0;0;0,4;0,3
02.10.22 02:30:05;0;0;0;0,4;0,3
02.10.22 02:40:05;0;0;0;0,4;0,3
02.10.22 02:50:05;0;0;0;0,4;0,3
02.10.22 03:00:05;0;0;0;0,5;0,3
02.10.22 03:10:05;0;0;0;0,5;0,4
02.10.22 03:20:05;0;0;0;0,5;0,4
02.10.22 03:30:05;0;0;0;0,5;0,4
02.10.22 03:40:05;0;0;0;0,6;0,4
02.10.22 03:50:05;0;0;0;0,6;0,4
02.10.22 04:00:05;0;0;0;0,6;0,4
02.10.22 04:10:05;0;0;0;0,6;0,5
02.10.22 04:20:05;0;0;0;0,7;0,5
02.10.22 04:30:05;0;0;0;0,7;0,5
02.10.22 04:40:05;0;0;0;0,7;0,5
02.10.22 04:50:06;0;0;0;0,7;0,5
02.10.22 05:00:05;0;0;0;0,8000001;0,6
02.10.22 05:10:05;0;0;0;0,8000001;0,6
02.10.22 05:20:05;0;0;0;0,8000001;0,6
02.10.22 05:30:05;0;0;0;0,8000001;0,6
02.10.22 05:40:05;0;0;0;0,9000001;0,6
02.10.22 05:50:05;0;0;0;0,9000001;0,6
02.10.22 06:00:05;0;0;0;0,9000001;0,7
02.10.22 06:10:05;0;0;0;0,9000001;0,7
02.10.22 06:20:05;0;0;0;0,9000001;0,7
02.10.22 06:30:05;0;0;0;1;0,7
02.10.22 06:40:05;0;0;0;1;0,7
02.10.22 06:50:05;0;0;0;1;0,8000001
02.10.22 07:00:05;0;0;0;1;0,8000001
02.10.22 07:10:05;0;0;0;1,1;0,8000001
02.10.22 07:20:05;0;0;0;1,1;0,8000001
02.10.22 07:30:05;0;0;0;1,1;0,8000001
02.10.22 07:40:05;0;0;0;1,1;0,8000001
02.10.22 07:50:05;0;0;0;1,1;0,9000001
02.10.22 08:00:05;0;0;0;1,2;0,9000001
02.10.22 08:10:05;0;0;0;1,2;0,9000001
02.10.22 08:20:05;0;0;0;1,2;0,9000001
02.10.22 08:30:05;0;0;0;1,2;0,9000001
02.10.22 08:40:05;0;0;0;1,2;0,9000001
02.10.22 08:50:05;0;0;0;1,3;1
02.10.22 09:00:05;0;0;0;1,3;1
02.10.22 09:10:05;0;0;0;1,3;1
02.10.22 09:20:05;0;0;0;1,3;1
02.10.22 09:30:05;0;0;0;1,4;1
02.10.22 09:40:05;0;0;0;1,4;1
02.10.22 09:50:05;0;0;0;1,4;1,1
02.10.22 10:00:05;0;0;0;1,4;1,1
02.10.22 10:10:05;0;0;0;1,4;1,1
02.10.22 10:20:05;0;0;0;1,5;1,1
02.10.22 10:30:05;0;0;0;1,5;1,1
02.10.22 10:40:05;0;0;0;1,5;1,2
02.10.22 10:50:05;0;0;0;1,5;1,2
02.10.22 11:00:05;0;0;0;1,5;1,2
02.10.22 11:10:06;0;0;0,1;1,6;1,2
02.10.22 11:20:05;0;0;0,1;1,6;1,2
02.10.22 11:30:05;0;0;0,1;1,6;1,2
02.10.22 11:40:05;0;0;0,1;1,6;1,2
02.10.22 11:50:05;0;0;0,1;1,6;1,3
02.10.22 12:00:05;0;0;0,1;1,7;1,3
02.10.22 12:10:05;0;0;0,1;1,7;1,3
02.10.22 12:20:05;0;0;0,1;1,7;1,3
02.10.22 12:30:05;0;0;0,1;1,7;1,3
02.10.22 12:40:05;0;0;0,1;1,7;1,3
02.10.22 12:50:05;0;0;0,1;1,8;1,4
02.10.22 13:00:05;0;0;0,1;1,8;1,4
02.10.22 13:10:05;0;0;0,1;1,8;1,4
02.10.22 13:20:05;0;0;0,1;1,8;1,4
02.10.22 13:30:05;0;0;0,1;1,8;1,4
02.10.22 13:40:05;0;0;0,1;1,8;1,4
02.10.22 13:50:05;0;0;0,1;1,9;1,5
02.10.22 14:00:05;0;0;0,1;1,9;1,5
02.10.22 14:10:05;0;0;0,1;1,9;1,5
02.10.22 14:20:05;0;0;0,1;1,9;1,5
02.10.22 14:30:05;0;0;0,1;1,9;1,5
02.10.22 14:40:05;0;0;0,1;2;1,5
02.10.22 14:50:05;0;0;0,1;2;1,5
02.10.22 15:00:05;0;0;0,1;2;1,6
02.10.22 15:10:06;0;0;0,1;2;1,6
02.10.22 15:20:05;0;0;0,1;2;1,6
02.10.22 15:30:05;0;0;0,1;2,1;1,6
02.10.22 15:40:05;0;0;0,1;2,1;1,6
02.10.22 15:50:05;0;0;0,1;2,1;1,6
02.10.22 16:00:05;0;0;0,1;2,1;1,6
02.10.22 16:10:05;0;0;0,1;2,1;1,7
02.10.22 16:20:05;0;0;0,1;2,1;1,7
02.10.22 16:30:05;0;0;0,1;2,2;1,7
02.10.22 16:40:05;0;0;0,1;2,2;1,7
02.10.22 16:50:05;0;0;0,1;2,2;1,7
02.10.22 17:00:05;0;0;0,1;2,2;1,7
02.10.22 17:10:05;0;0;0,1;2,2;1,8
02.10.22 17:20:05;0;0;0,1;2,2;1,8
02.10.22 17:30:05;0;0;0,1;2,3;1,8
02.10.22 17:40:05;0;0;0,1;2,3;1,8
02.10.22 17:50:05;0;0;0,2;2,3;1,8
02.10.22 18:00:05;0;0;0,4;2,3;1,8
02.10.22 18:10:05;0;0;0,7;2,3;1,8
02.10.22 18:20:05;0;0;1,1;2,3;1,8
02.10.22 18:30:05;0;0;1,2;2,4;1,9
02.10.22 18:40:05;0;0;1,3;2,4;1,9
02.10.22 18:50:05;0;0;1,3;2,4;1,9
02.10.22 19:00:05;0;0;1,3;2,4;1,9
02.10.22 19:10:06;0;0;1,3;2,4;1,9
02.10.22 19:20:05;0;0;1,3;2,4;1,9
02.10.22 19:30:05;0;0;1,3;2,5;1,9
02.10.22 19:40:05;0;0;1,3;2,5;2
02.10.22 19:50:05;0;0;1,3;2,5;2
02.10.22 20:00:05;0;0;1,3;2,5;2
02.10.22 20:10:05;0;0;1,3;2,5;2
02.10.22 20:20:05;0;0;1,3;2,5;2
02.10.22 20:30:06;0;0;1,3;2,6;2
02.10.22 20:40:05;0;0;1,3;2,6;2
02.10.22 20:50:05;0;0;1,3;2,6;2,1
02.10.22 21:00:05;0;0;1,3;2,6;2,1
02.10.22 21:10:05;0;0;1,3;2,6;2,1
02.10.22 21:20:05;0;0;1,3;2,6;2,1
02.10.22 21:30:05;0;0;1,3;2,6;2,1
02.10.22 21:40:05;0;0;1,3;2,7;2,1
02.10.22 21:50:05;0;0;1,3;2,7;2,1
02.10.22 22:00:05;0;0;1,3;2,7;2,2
02.10.22 22:10:05;0;0;1,3;2,7;2,2
02.10.22 22:20:05;0;0;1,3;2,7;2,2
02.10.22 22:30:05;0;0;1,3;2,7;2,2
02.10.22 22:40:05;0;0;1,3;2,799999;2,2
02.10.22 22:50:05;0;0;1,3;2,799999;2,2
02.10.22 23:00:05;0;0;1,3;2,799999;2,2
02.10.22 23:10:06;0;0;1,3;2,799999;2,2
02.10.22 23:20:05;0;0;1,3;2,799999;2,2
02.10.22 23:30:05;0;0;1,3;2,799999;2,3
02.10.22 23:40:05;0;0;1,3;2,799999;2,3
02.10.22 23:50:05;0;0;1,3;2,899999;2,3
03.10.22 00:00:05;0;0;1,3;2,899999;2,3
03.10.22 00:10:05;0;0;0;0;0
03.10.22 00:20:05;0;0;0;0;0
03.10.22 00:30:05;0;0;0;0;0
03.10.22 00:40:05;0;0;0;0;0,1
03.10.22 00:50:05;0;0;0;0;0,1
03.10.22 01:00:05;0;0;0;0,1;0,1
03.10.22 01:10:05;0;0;0;0,1;0,1
03.10.22 01:20:05;0;0;0;0,1;0,1
03.10.22 01:30:05;0;0;0;0,1;0,1
03.10.22 01:40:05;0;0;0;0,1;0,1
03.10.22 01:50:05;0;0;0;0,1;0,1
03.10.22 02:00:05;0;0;0;0,1;0,1
03.10.22 02:10:05;0;0;0;0,2;0,2
03.10.22 02:20:05;0;0;0;0,2;0,2
03.10.22 02:30:05;0;0;0;0,2;0,2
03.10.22 02:40:05;0;0;0;0,2;0,2
03.10.22 02:50:05;0;0;0;0,2;0,2
03.10.22 03:00:05;0;0;0;0,2;0,2
03.10.22 03:10:06;0;0;0;0,2;0,2
03.10.22 03:20:05;0;0;0;0,2;0,2
03.10.22 03:30:05;0;0;0;0,3;0,3
03.10.22 03:40:05;0;0;0;0,3;0,3
03.10.22 03:50:05;0;0;0;0,3;0,3
03.10.22 04:00:05;0;0;0;0,3;0,3
03.10.22 04:10:05;0;0;0;0,3;0,3
03.10.22 04:20:05;0;0;0;0,3;0,3
03.10.22 04:30:05;0;0;0;0,3;0,3
03.10.22 04:40:05;0;0;0;0,4;0,3
03.10.22 04:50:05;0;0;0;0,4;0,3
03.10.22 05:00:05;0;0;0;0,4;0,4
03.10.22 05:10:05;0;0;0;0,4;0,4
03.10.22 05:20:05;0;0;0;0,4;0,4
03.10.22 05:30:05;0;0;0;0,4;0,4
03.10.22 05:40:05;0;0;0;0,4;0,4
03.10.22 05:50:06;0;0;0;0,4;0,4
03.10.22 06:00:05;0;0;0;0,5;0,4
03.10.22 06:10:05;0;0;0;0,5;0,4
03.10.22 06:20:05;0;0;0;0,5;0,5
03.10.22 06:30:05;0;0;0;0,5;0,5
03.10.22 06:40:05;0;0;0;0,5;0,5
03.10.22 06:50:06;0;0;0;0,5;0,5
03.10.22 07:00:05;0;0;0;0,5;0,5
03.10.22 07:10:05;0;0;0;0,5;0,5
03.10.22 07:20:05;0;0;0;0,6;0,5
03.10.22 07:30:05;0;0;0;0,6;0,5
03.10.22 07:40:05;0;0;0;0,6;0,5
03.10.22 07:50:05;0;0;0;0,6;0,6
03.10.22 08:00:05;0;0;0;0,6;0,6
03.10.22 08:10:05;0;0;0;0,6;0,6
03.10.22 08:20:05;0;0;0;0,6;0,6
03.10.22 08:30:05;0;0;0;0,6;0,6
03.10.22 08:40:05;0;0;0;0,7;0,6
03.10.22 08:50:05;0;0;0;0,7;0,6
03.10.22 09:00:05;0;0;0;0,7;0,6
03.10.22 09:10:05;0;0;0;0,7;0,6
03.10.22 09:20:05;0;0;0;0,7;0,7
03.10.22 09:30:05;0;0;0;0,7;0,7
03.10.22 09:40:05;0;0;0;0,7;0,7
03.10.22 09:50:05;0;0;0;0,7;0,7
03.10.22 10:00:05;0;0;0;0,7;0,7
03.10.22 10:10:05;0;0;0;0,8000001;0,7
03.10.22 10:20:05;0;0;0;0,8000001;0,7
03.10.22 10:30:05;0;0;0;0,8000001;0,7
03.10.22 10:40:05;0;0;0;0,8000001;0,7
03.10.22 10:50:05;0;0;0;0,8000001;0,7
03.10.22 11:00:05;0;0;0;0,8000001;0,8000001
03.10.22 11:10:05;0;0;0;0,8000001;0,8000001
03.10.22 11:20:05;0;0;0;0,8000001;0,8000001
03.10.22 11:30:05;0;0;0;0,9000001;0,8000001
03.10.22 11:40:05;0;0;0;0,9000001;0,8000001
03.10.22 11:50:05;0;0;0;0,9000001;0,8000001
03.10.22 12:00:05;0;0;0;0,9000001;0,8000001
03.10.22 12:10:05;0;0;0;0,9000001;0,8000001
03.10.22 12:20:05;0;0;0;0,9000001;0,8000001
03.10.22 12:30:05;0;0;0;0,9000001;0,8000001
03.10.22 12:40:05;0;0;0;0,9000001;0,9000001
03.10.22 12:50:05;0;0;0;0,9000001;0,9000001
03.10.22 13:00:05;0;0;0;1;0,9000001
03.10.22 13:10:05;0;0;0;1;0,9000001
03.10.22 13:20:05;0;0;0;1;0,9000001
03.10.22 13:30:05;0;0;0;1;0,9000001
03.10.22 13:40:05;0;0;0;1;0,9000001
03.10.22 13:50:05;0;0;0;1;0,9000001
03.10.22 14:00:05;0;0;0;1;0,9000001
03.10.22 14:10:05;0;0;0;1;0,9000001
03.10.22 14:20:05;0;0;0;1;1
03.10.22 14:30:05;0;0;0;1,1;1
03.10.22 14:40:05;0;0;0;1,1;1
03.10.22 14:50:05;0;0;0;1,1;1
03.10.22 15:00:05;0;0;0;1,1;1
03.10.22 15:10:05;0;0;0;1,1;1
03.10.22 15:20:05;0;0;0;1,1;1
03.10.22 15:30:05;0;0;0;1,1;1
03.10.22 15:40:05;0;0;0;1,1;1
03.10.22 15:50:05;0;0;0;1,1;1
03.10.22 16:00:05;0;0;0;1,1;1,1
03.10.22 16:10:05;0;0;0;1,2;1,1
03.10.22 16:20:06;0;0;0;1,2;1,1
03.10.22 16:30:05;0;0;0;1,2;1,1
03.10.22 16:40:05;0;0;0;1,2;1,1
03.10.22 16:50:05;0;0;0;1,2;1,1
03.10.22 17:00:05;0;0;0;1,2;1,1
03.10.22 17:10:05;0;0;0;1,2;1,1
03.10.22 17:20:05;0;0;0;1,2;1,1
03.10.22 17:30:05;0;0;0;1,2;1,1
03.10.22 17:40:05;0;0;0;1,2;1,1
03.10.22 17:50:05;0;0;0;1,3;1,2
03.10.22 18:00:05;0;0;0;1,3;1,2
03.10.22 18:10:05;0;0;0;1,3;1,2
03.10.22 18:20:05;0;0;0;1,3;1,2
03.10.22 18:30:06;0;0;0;1,3;1,2
03.10.22 18:40:05;0;0;0;1,3;1,2
03.10.22 18:50:05;0;0;0;1,3;1,2
03.10.22 19:00:05;0;0;0;1,3;1,2
